target_name	target id	gbid	score_final	distance	homologs	homologs list	target ubiquity	copy number	Spearman correlation	p value	coevolution coefficient	antismashfile	cluster_num	cluster_type	gene_name	species	phyla	true positive	true positives homologs	score distance	score homologs	score target ubiquity	score copy number	score coevolution
Deoxyribodipyrimidine photolyase (EC 4.1.99.3)	DEG10180122	PVWJ01000021	1	6921	0	None	9	1	0.8	0.1	9.79630944288	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PVWJ01000021/index.html	cluster-1	t1pks-nrps	C7B64_06040	Merismopedia glauca CCAP 1448/3	Cyanobacteria	False	False	0	0	1	0	0
Cell division ATP-binding protein ftsE	DEG10180522	CP018627	2	6587	1	[u'NZ_KZ984558']	89	88	0.46	0.0	32.6263079806	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP018627/index.html	cluster-39	t1pks-otherks	SHXM_07989	Streptomyces hygroscopicus	Actinobacteria	False	False	0	1	0	1	0
Hypothetical protein yliG	DEG10180135	CP012109	2	9025	0	None	8	2	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP012109_3819538_4551708/index.html	cluster-1	t1pks-nrps	ctg1_73	Myxococcus hansupus	Proteobacteria	False	False	0	0	1	1	0
Peptidyl-prolyl cis-trans isomerase B (EC 5.2.1.8)	DEG10180098	CP003009	1	3519	0	None	32	0	0.19	0.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP003009/index.html	cluster-3	t1pks	THITE_2107700	Thielavia terrestris NRRL 8126	Fungi	False	False	1	0	0	0	0
Putative xanthine dehydrogenase yagS, FAD binding subunit (EC 1.1.1.204)	DEG10180062	NZ_NKYE01000012	1	9530	0	None	10	0	nan	nan	9.10317289015	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_NKYE01000012/index.html	cluster-1	t1pks-otherks	CFN78_RS19165	Amycolatopsis antarctica	Actinobacteria	False	False	0	0	1	0	0
Integrase recombinase xerC	DEG10180554	JX946308	2	3245	0	None	7	1	-0.6	0.4	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JX946308/index.html	cluster-1	t1pks	AGH13586.1	bacterium symbiont of Plakortis simplex pPSA11D7	None	False	False	1	0	1	0	0
Serine acetyltransferase (EC 2.3.1.30)	DEG10180533	NFZW01000003	1	9402	0	None	3	1	nan	nan	5.23326898325	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NFZW01000003/index.html	cluster-1	t1pks-nrps	CAL65_04010	Alkalilimnicola ehrlichii	Proteobacteria	False	False	0	0	1	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	ABOX02000049	1	437	0	None	207	1	0.47	0.0	38.2067666196	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ABOX02000049/index.html	cluster-1	t1pks-nrps	Cflav_PD1482	Pedosphaera parvula Ellin514	Verrucomicrobia	False	False	1	0	0	0	0
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	ACXX02000001	2	2616	0	None	132	8	0.26	0.0	6.53744976252	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ACXX02000001/index.html	cluster-1	transatpks-nrps	Cpap_3709	Ruminiclostridium papyrosolvens DSM 2782	Firmicutes	False	False	1	0	0	1	0
Riboflavin biosynthesis protein ribF	DEG10180005	FNOM01000001	0	5815	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNOM01000001/index.html	cluster-3	t1pks	SAMN04488238_101445	Roseicitreum antarcticum	Proteobacteria	False	False	0	0	0	0	0
DNA polymerase III, epsilon chain (EC 2.7.7.7)	DEG10180057	QEYD01000001	0	7253	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QEYD01000001/index.html	cluster-1	t1pks	C4N9_02025	Pararhodobacter sp. CIC4N-9	Proteobacteria	False	False	0	0	0	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	CP000875	2	520	0	None	207	2	0.47	0.0	34.1604792522	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000875_2011245_2647790/index.html	cluster-2	lantipeptide-t1pks-nrps	ctg1_136	Herpetosiphon aurantiacus DSM 785	Chloroflexi	False	False	1	0	0	1	0
Rod shape-determining protein mreB	DEG10180486	NTGE01000022	1	7484	0	None	4	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NTGE01000022/index.html	cluster-1	t1pks	CLM62_03615	Streptomyces sp. SA15	Actinobacteria	False	False	0	0	1	0	0
Protein yccU	DEG10180158	FOFR01000005	1	6907	0	None	4	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOFR01000005/index.html	cluster-1	t1pks	SAMN05216188_10539	Lechevalieria xinjiangensis	Actinobacteria	False	False	0	0	1	0	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	LT896716	1	415	0	None	126	1	0.37	0.0	12.7447719206	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LT896716/index.html	cluster-3	t1pks-otherks	ctg1_144	Geobacter sp. DSM 9736	Proteobacteria	False	False	1	0	0	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	AXVU01000004	1	434	0	None	207	1	0.47	0.0	29.8852169163	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AXVU01000004/index.html	cluster-1	t1pks-nrps	ctg1_106	Streptomyces sp. CNQ329	Actinobacteria	False	False	1	0	0	0	0
TorCAD operon transcriptional regulatory protein torR	DEG10180164	QNTQ01000006	1	8406	0	None	44	4	0.45	0.0	14.7404388535	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QNTQ01000006/index.html	cluster-1	t1pks	DRV85_06695	Rhodosalinus sp. E84	Proteobacteria	False	False	0	0	0	1	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	PJFC01000009	2	447	3	[u'DBMM01000095', u'MGZL01000030', u'PJFB01000003']	126	1	0.37	0.0	12.4648474072	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PJFC01000009/index.html	cluster-1	t1pks-otherks	CXR31_15115	Geobacter sp. (biofilm metagenome)	Proteobacteria	False	False	1	1	0	0	0
Cell division ATP-binding protein ftsE	DEG10180522	NZ_MSYR01000001	0	9733	0	None	89	0	0.46	0.0	29.9043062201	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_MSYR01000001/index.html	cluster-4	t1pks	ctg1_2458	Rhodovulum sulfidophilum	Proteobacteria	False	False	0	0	0	0	0
3-phenylpropionate dioxygenase ferredoxin subunit	DEG10180391	JAFQ01000004	1	9778	0	None	4	1	nan	nan	19.4959550611	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JAFQ01000004_3538349_4290527/index.html	cluster-3	t1pks	ctg1_496	Nocardia sp. BMG51109	Actinobacteria	False	False	0	0	1	0	0
Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (EC 6.4.1.2)	DEG10180052	FMCV01000021	1	8865	0	None	49	1	0.62	0.0	13.241899284	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMCV01000021/index.html	cluster-1	t2pks-t1pks-nrps	GA0070215_12138	Micromonospora marina	Actinobacteria	False	False	0	0	0	0	1
Hypothetical oxidoreductase yciK (EC 1.-.-.-)	DEG10180220	JNXS01000034	1	8353	0	None	18	1	0.13	0.73	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JNXS01000034/index.html	cluster-1	t1pks-nrps	ctg1_27	Streptomyces anulatus	Actinobacteria	False	False	0	0	1	0	0
Hypothetical protein yfhC	DEG10180393	FOQI01000012	2	1794	0	None	8	1	-1.0	0.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOQI01000012/index.html	cluster-1	t1pks	SAMN04515618_112113	Collimonas sp. OK307	Proteobacteria	False	False	1	0	1	0	0
TorCAD operon transcriptional regulatory protein torR	DEG10180164	NZ_LAGY01000076	1	9218	1	[u'NZ_KV757748']	44	0	0.45	0.0	10.5176282725	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_LAGY01000076/index.html	cluster-1	t1pks-otherks	VF03_RS30905	Nostoc linckia z2	Cyanobacteria	False	False	0	1	0	0	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	MGZK01000024	2	19	4	[u'CP000698', u'CP001124', u'DIUT01000030', u'DNJC01000006']	126	1	0.37	0.0	18.8603246222	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MGZK01000024/index.html	cluster-1	t1pks-otherks	A2X82_14630	Geobacteraceae bacterium GWC2_55_20 (subsurface metagenome)	Proteobacteria	False	False	1	1	0	0	0
Hypothetical ABC transporter ATP-binding protein ydcT	DEG10180246	FWXR01000015	2	1500	0	None	39	1	0.71	0.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FWXR01000015/index.html	cluster-1	t1pks-nrps	SAMN06297251_11513	Fulvimarina manganoxydans	Proteobacteria	False	False	1	0	0	0	1
Hypothetical protein ybiA	DEG10180132	CP017708	2	6625	0	None	4	2	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP017708/index.html	cluster-3	t1pks	BJP36_29555	Moorea producens JHB	Cyanobacteria	False	False	0	0	1	1	0
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	AXVK01000026	2	384	0	None	132	2	0.26	0.0	14.4666016898	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AXVK01000026/index.html	cluster-1	t1pks-nrps	ctg1_104	Paucisalibacillus globulus DSM 18846	Firmicutes	False	False	1	0	0	1	0
(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	DEG10180047	DEHU01000065	2	2603	0	None	41	1	0.8	0.0	13.9125714468	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DEHU01000065/index.html	cluster-1	t1pks-nrps	ctg1_23	Competibacteraceae bacterium UBA2792 (EBPR bioreactor metagenome)	Proteobacteria	False	False	1	0	0	0	1
Deoxyribodipyrimidine photolyase (EC 4.1.99.3)	DEG10180122	AHHD01000421	1	9554	0	None	9	1	0.8	0.1	-1000.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AHHD01000421/index.html	cluster-1	t1pks	MPH_09901	Macrophomina phaseolina MS6	Fungi	False	False	0	0	1	0	0
Glyceraldehyde 3-phosphate dehydrogenase A (EC 1.2.1.12)	DEG10180303	CP013743	1	8547	0	None	24	4	0.09	0.72	14.5733140029	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP013743/index.html	cluster-1	t1pks	ctg1_135	Streptomyces sp. CdTB01	Actinobacteria	False	False	0	0	0	1	0
Seryl-tRNA synthetase (EC 6.1.1.11)	DEG10180145	FMCI01000267	2	6967	0	None	19	1	0.68	0.0	8.67282828203	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMCI01000267/index.html	cluster-1	t1pks	GA0115242_128921	Streptomyces sp. SolWspMP-5a-2	Actinobacteria	False	False	0	0	1	0	1
Hypothetical protein ybjQ	DEG10180139	BAUX01000009	0	5904	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BAUX01000009/index.html	cluster-1	t1pks	METY_2387	Methylopila sp. Yamaguchi	Proteobacteria	False	False	0	0	0	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	LWTK01000032	0	5367	0	None	207	1	0.47	0.0	47.0775215784	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LWTK01000032/index.html	cluster-1	t1pks	A6S26_17140	Nostoc sp. ATCC 43529	Cyanobacteria	False	False	0	0	0	0	0
Cysteine desulfurase (EC 4.4.1.-)	DEG10180388	MERG01000327	3	1912	0	None	19	1	0.82	0.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MERG01000327/index.html	cluster-1	t1pks	A3G24_08790	Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13 (subsurface metagenome)	Proteobacteria	False	False	1	0	1	0	1
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	DEG10180564	GG663497	0	8701	0	None	26	1	0.3	0.0	45.5555945599	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/GG663497_2192919_2494160/index.html	cluster-1	t3pks-t1pks	ctg1_132	Mycobacterium tuberculosis CPHL_A	Actinobacteria	False	False	0	0	0	0	0
Probable transport ATP-binding protein msbA	DEG10180148	LIXI01000001	2	8248	0	None	67	2	0.51	0.0	6.64769978197	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIXI01000001/index.html	cluster-4	t1pks	AMK21_02555	Streptomyces sp. CB00316	Actinobacteria	False	False	0	0	0	1	1
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	UGQK01000003	2	3	1	[u'CVQQ01000002']	126	1	0.37	0.0	27.0221821664	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/UGQK01000003/index.html	cluster-2	t1pks-otherks	NCTC10820_05066	Mycolicibacterium aichiense	Actinobacteria	False	False	1	1	0	0	0
Deoxyribodipyrimidine photolyase (EC 4.1.99.3)	DEG10180122	CP021748	1	9635	0	None	9	1	0.8	0.1	1.32374794378	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP021748_253369_705806/index.html	cluster-2	t1pks	ctg1_216	Streptomyces alboflavus	Actinobacteria	False	False	0	0	1	0	0
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	DEG10180564	JNYJ01000010	1	7995	2	[u'BCRI01000020', u'JOFO01000040']	26	1	0.3	0.0	4.39948585178	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JNYJ01000010/index.html	cluster-1	t1pks-nrps	ctg1_47	Dactylosporangium aurantiacum	Actinobacteria	False	False	0	1	0	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	ASPS01000047	1	1093	0	None	207	1	0.47	0.0	31.506946595	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ASPS01000047/index.html	cluster-1	transatpks-t1pks-nrps	C162_20691	Paenibacillus sp. FSL R7-269	Firmicutes	False	False	1	0	0	0	0
Arginyl-tRNA synthetase (EC 6.1.1.19)	DEG10180318	ANAW01000021	1	6169	0	None	4	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/ANAW01000021/index.html	cluster-1	t1pks	ctg1_77	Nocardiopsis synnemataformans DSM 44143	Actinobacteria	False	False	0	0	1	0	0
Probable tRNA modification GTPase trmE	DEG10180543	LEKS01000015	1	8712	0	None	3	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LEKS01000015/index.html	cluster-1	transatpks-otherks	AB674_15505	Flavobacterium sp. ABG	Bacteroidetes	False	False	0	0	1	0	0
Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (EC 6.4.1.2)	DEG10180052	BCQQ01000015	2	1098	0	None	49	1	0.62	0.0	11.7404986747	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BCQQ01000015/index.html	cluster-1	t2pks-t1pks-otherks	ctg1_53	Actinomadura formosensis NBRC 14204	Actinobacteria	False	False	1	0	0	0	1
Hypothetical protein ybaA	DEG10180084	MVBD01000006	1	4445	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVBD01000006/index.html	cluster-1	transatpks	ctg1_239	Marinicella sediminis	Proteobacteria	False	False	1	0	0	0	0
L-serine dehydratase tdcG (EC 4.2.1.13)	DEG10180462	KB891987	2	4736	0	None	4	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB891987_882229_1183497/index.html	cluster-1	t1pks-butyrolactone-nrps	ctg1_134	Streptomyces sp. LaPpAH-108	Actinobacteria	False	False	1	0	1	0	0
Topoisomerase IV subunit B (EC 5.99.1.-)	DEG10180452	AUHU01000008	1	7214	0	None	10	1	0.5	0.67	14.0157927692	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUHU01000008/index.html	cluster-1	t1pks	ctg1_100	Marinimicrobium agarilyticum DSM 16975	Proteobacteria	False	False	0	0	1	0	0
Peptidyl-prolyl cis-trans isomerase B (EC 5.2.1.8)	DEG10180098	QZFU01000016	2	6367	10	[u'BAFR01000003', u'BDBH01000002', u'BDBY01000087', u'BDCF01000014', u'BDCT01000027', u'CP003876', u'FO082843', u'LOKT01000009', u'OBEG01000004', u'QCYJ01000005']	32	2	0.19	0.0	2.37666249984	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QZFU01000016_663494_1126272/index.html	cluster-2	t1pks	ctg1_367	Nocardia sp. YIM PH 21724	Actinobacteria	False	False	0	1	0	1	0
(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	DEG10180047	KK211308	2	63	0	None	41	1	0.8	0.0	-1000.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KK211308/index.html	cluster-1	sactipeptide-nrps-t1pks-ladderane	ctg1_14	Butyrivibrio sp. LB2008	Firmicutes	False	False	1	0	0	0	1
1-deoxy-D-xylulose 5-phosphate synthase (EC 4.1.3.37)	DEG10180080	LIWB01000001	4	1802	4	[u'AZUS01000007', u'JH993790', u'JOCA01000001', u'LGDQ01000236']	14	1	0.53	0.03	6.17788911281	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIWB01000001_324461_631942/index.html	cluster-1	t1pks	ctg1_120	Streptomyces sp. CB02400	Actinobacteria	False	False	1	1	1	0	1
Probable ABC transporter ATP-binding protein yhbG	DEG10180475	CP016083	1	2655	0	None	87	1	0.28	0.0	27.8591779718	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP016083/index.html	cluster-1	t1pks-nrps	A8713_033565	Streptomyces sp. SAT1	Actinobacteria	False	False	1	0	0	0	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	PLYK01000023	2	398	0	None	126	2	0.37	0.0	9.28075759052	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PLYK01000023/index.html	cluster-1	t1pks	ctg1_15	Geobacter sp. (peat metagenome)	Proteobacteria	False	False	1	0	0	1	0
Thioredoxin 2	DEG10180400	AGSW01000116	1	8542	0	None	5	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AGSW01000116/index.html	cluster-1	transatpks-t1pks	SPW_3176	Streptomyces sp. W007	Actinobacteria	False	False	0	0	1	0	0
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	CP021434	2	4854	0	None	132	26	0.26	0.0	3.77698084602	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP021434_615015_1183827/index.html	cluster-1	transatpks-nrps	ctg1_93	Tumebacillus sp. AR23208	Firmicutes	False	False	1	0	0	1	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	QKUF01000010	1	529	0	None	207	1	0.47	0.0	26.6910944956	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QKUF01000010/index.html	cluster-2	t1pks-nrps	EI42_03173	Thermosporothrix hazakensis	Chloroflexi	False	False	1	0	0	0	0
Cell division ATP-binding protein ftsE	DEG10180522	CP001348	2	2823	0	None	89	20	0.46	0.0	12.4278637771	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP001348_640518_1339926/index.html	cluster-1	transatpks-ladderane-nrps	ctg1_307	[Clostridium] cellulolyticum H10	Firmicutes	False	False	1	0	0	1	0
Hypothetical protein ydcN	DEG10180244	NZ_ATWO01000001	1	6121	0	None	8	0	0.7	0.19	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_ATWO01000001/index.html	cluster-4	t1pks	ctg1_3519	Desulfotignum balticum DSM 7044	Proteobacteria	False	False	0	0	1	0	0
Cysteine desulfurase (EC 4.4.1.-)	DEG10180388	KB904018	2	6383	0	None	19	1	0.82	0.0	8.27960699038	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB904018/index.html	cluster-2	nrps-t1pks-ladderane	ctg1_256	Nonomuraea coxensis DSM 45129	Actinobacteria	False	False	0	0	1	0	1
Hypothetical ABC transporter ATP-binding protein ynjD	DEG10180300	KQ948988	4	3265	1	[u'LGDG01000233']	25	4	0.54	0.0	23.3807851227	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KQ948988_965779_1251880/index.html	cluster-2	t1pks	ctg1_136	Streptomyces resistomycificus	Actinobacteria	False	False	1	1	0	1	1
Peptidyl-prolyl cis-trans isomerase B (EC 5.2.1.8)	DEG10180098	BDCT01000027	2	1980	21	[u'AXVD01000001', u'BAFR01000003', u'BAFS01000007', u'BAFU01000001', u'BAGG01000002', u'BDAZ01000001', u'BDBH01000002', u'BDBR01000036', u'BDBX01000015', u'BDBY01000087', u'BDCF01000014', u'CP003876', u'CP022088', u'FO082843', u'FOTX01000001', u'LOKT01000009', u'OBEG01000004', u'QCYJ01000005', u'QGTL01000004', u'QJKF01000006', u'QZFU01000016']	32	1	0.19	0.0	3.42953103144	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BDCT01000027/index.html	cluster-1	t1pks	ctg1_25	Nocardia arizonensis	Actinobacteria	False	False	1	1	0	0	0
Protein yjgF	DEG10180597	CP021744	3	6500	0	None	11	2	0.9	0.04	14.7753821507	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP021744/index.html	cluster-5	t2pks-t1pks-transatpks-butyrolactone-nrps	ctg1_348	Streptomyces albireticuli	Actinobacteria	False	False	0	0	1	1	1
(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	DEG10180047	CP014859	3	124	0	None	41	2	0.8	0.0	5.45364110084	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP014859_893246_1581169/index.html	cluster-1	t1pks-nrps	ctg1_148	Actinoalloteichus hymeniacidonis	Actinobacteria	False	False	1	0	0	1	1
Deoxyribodipyrimidine photolyase (EC 4.1.99.3)	DEG10180122	CM002280	1	6441	0	None	9	1	0.8	0.1	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CM002280_203587_845247/index.html	cluster-3	t1pks-terpene	ctg1_228	Streptomyces niveus NCIMB 11891	Actinobacteria	False	False	0	0	1	0	0
S-adenosylmethionine synthetase (EC 2.5.1.6)	DEG10180439	CERI01029627	3	4912	0	None	20	1	0.67	0.01	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CERI01029627/index.html	cluster-1	t1pks	ctg1_12	marine metagenome	metagenomes	False	False	1	0	1	0	1
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	DEG10180564	KK338939	1	8706	4	[u'CP008971', u'JAGZ01000001', u'MVIK01000003', u'NAVI01000034']	26	1	0.3	0.0	13.3569087455	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KK338939_1723693_2025030/index.html	cluster-2	t3pks-t1pks	ctg1_118	Mycobacterium tuberculosis variant africanum MAL010120	Actinobacteria	False	False	0	1	0	0	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	CP024792	1	422	0	None	126	1	0.37	0.0	10.222592213	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP024792/index.html	cluster-2	otherks-t1pks-resorcinol-nrps	COO91_10234	Nostoc flagelliforme CCNUN1	Cyanobacteria	False	False	1	0	0	0	0
