							Rank1	Rank2			
CP010519|ArgK_OTCase|396625|397051|1178307|1179320|cluster-3|t1pks-butyrolactone-nrps|284628-428617|781256	PKFQ01000001|ArgK_OTCase|868041|868465|5484776|5485777|cluster-5|lantipeptide-t1pks-nrps|727849-1025295|4616311	426	424	69.483568	78.635015	9.151446762	1045.5	3077.5			
CP006567|EF-Tu|1186144|1186570|5363640|5364833|cluster-1|t1pks|1067818-1206134|4177070	CP006567|EF-Tu|1507190|1507616|5363640|5364833|cluster-2|t1pks|1392961-1533497|3856024	426	426	69.483568	100	30.51643192	1045.5	396			
CP017248|EF-Tu|6344554|6344980|8087816|8088997|cluster-2|melanin-aminocoumarin-t1pks-nrps|6254741-6388081|1742836	QYCY01000001|EF-Tu|5369908|5370334|5422987|5424180|cluster-1|t1pks-nrps|5310568-5429742|52653	426	426	69.483568	61.068702	8.414865785	1045.5	4340.5			
CP031320|EF-Tu|1572044|1572470|3459248|3460417|cluster-1|t1pks|1551985-1596907|1886778	CP031320|EF-Tu|6927598|6928025|3459248|3460417|cluster-3|t1pks-ectoine|6897233-6967677|3467181	426	427	69.483568	100	30.51643192	1045.5	396			
CP031320|EF-Tu|6736216|6736642|3459248|3460417|cluster-1|t1pks|6716182-6765781|3275799	CP031455|EF-Tu|7093699|7094125|2171438|2172562|cluster-1|t1pks-nrps|7073561-7292064|4921137	426	426	69.483568	58.611825	10.87174288	1045.5	4839.5			
CP031320|EF-Tu|6736216|6736642|3459248|3460417|cluster-1|t1pks|6716182-6765781|3275799	QXCZ01000001|EF-Tu|3661339|3661764|7860840|7862030|cluster-1|nrps-t1pks-aminocoumarin|3606936-3703596|4199076	426	425	69.483568	84.318766	14.83519799	1045.5	2076			
CP031455|EF-Tu|7093699|7094125|2171438|2172562|cluster-1|t1pks-nrps|7073561-7292064|4921137	QXCZ01000001|EF-Tu|1812512|1812923|7860840|7862030|cluster-3|t1pks-nrps|1750993-1838837|6047917	426	411	69.483568	61.764706	7.718862193	1045.5	4178			
FMHY01000002|EF-Tu|3005245|3005671|4371367|4372554|cluster-3|t1pks-nrps|2903211-3036326|1365696	NPKF01000001|EF-Tu|1214478|1214904|7571851|7573020|cluster-1|t1pks|1136870-1247427|6356947	426	426	69.483568	71.139241	1.655672431	1045.5	3414			
NPKF01000001|EF-Tu|1214478|1214904|7571851|7573020|cluster-1|t1pks|1136870-1247427|6356947	QYCY01000001|EF-Tu|5369908|5370334|5422987|5424180|cluster-1|t1pks-nrps|5310568-5429742|52653	426	426	69.483568	62.982005	6.501562934	1045.5	3995			
CP017248|GriR_DnaN|1024783|1025209|120498|121538|cluster-1|t1pks|1004747-1121219|903245	CP017248|GriR_DnaN|1685026|1685451|120498|121538|cluster-1|t1pks|1664991-1809280|1563488	426	425	69.483568	100	30.51643192	1045.5	396			
CP005386|seryl-tRNA_synthetase|1876229|1876488|4289200|4290453|cluster-1|t3pks-t1pks|1848672-1906709|2412712	CP016279|seryl-tRNA_synthetase|2338584|2339007|2652840|2654117|cluster-1|siderophore-t1pks-nrps|2196713-2380559|313833	259	423	69.498069	29.496403	40.00166662	1038	10830			
CP016077|SalI_beta_proteasome|4107917|4108340|4464426|4465223|cluster-2|t1pks-nrps|3966049-4140658|356086	CP022161|SalI_beta_proteasome|8980791|8981217|2879589|2880443|cluster-1|t1pks|8960130-9008487|6100348	423	426	69.503546	51.320755	18.18279138	1035	5625.5			
CP016077|SalI_beta_proteasome|4107917|4108340|4464426|4465223|cluster-2|t1pks-nrps|3966049-4140658|356086	JAFQ01000004|SalI_beta_proteasome|4137321|4137734|6346610|6347455|cluster-3|t1pks|4068482-4164421|2208876	423	413	69.503546	41.886792	27.61675365	1035	7557			
CP016401|ArgK_OTCase|2299197|2299620|1875936|1876859|cluster-1|t1pks|2279161-2331616|422338	PKFQ01000001|ArgK_OTCase|5431888|5432314|5484776|5485777|cluster-1|t1pks-nrps|5384086-5490116|52462	423	426	69.503546	39.739414	29.76413242	1035	8596.5			
AP017635|Ind0_Trp-tRNA-syn|4019414|4019837|3412832|3413851|cluster-14|t1pks-nrps|3997246-4080095|605563	CP011799|Ind0_Trp-tRNA-syn|4987746|4988172|3259495|3260508|cluster-2|cyanobactin-t1pks-nrps|4967711-5031034|1727238	423	426	69.503546	61.061947	8.441599197	1035	4353			
CP011799|Ind0_Trp-tRNA-syn|4025970|4026393|3259495|3260508|cluster-1|t1pks|4005935-4129789|765462	CP011799|Ind0_Trp-tRNA-syn|4987746|4988172|3259495|3260508|cluster-2|cyanobactin-t1pks-nrps|4967711-5031034|1727238	423	426	69.503546	100	30.4964539	1035	396			
BBOM01000011|EF-Tu|467821|468251|519094|520269|cluster-2|t1pks|409298-532985|50843	CP031320|EF-Tu|6927598|6928025|3459248|3460417|cluster-3|t1pks-ectoine|6897233-6967677|3467181	430	427	69.534884	83.887468	14.35258431	1032	2220.5			
CP005929|seryl-tRNA_synthetase|3382343|3382747|2500318|2501583|cluster-2|butyrolactone-t1pks-nucleoside-nrps|3362307-3664659|880760	CP016279|seryl-tRNA_synthetase|2338584|2339007|2652840|2654117|cluster-1|siderophore-t1pks-nrps|2196713-2380559|313833	404	423	69.554455	34.916865	34.63759084	1031	10313.5			
CP006567|EF-Tu|11271420|11271847|5363640|5364833|cluster-4|t1pks|11250323-11334466|5906587	CP006567|EF-Tu|9638468|9638890|5363640|5364833|cluster-1|t1pks|9618433-9752874|4273635	427	422	69.555035	100	30.44496487	1030	396			
KK037233|mupM_Ile-tRNA-syn|38773|39141|2305730|2308849|cluster-1|t1pks|1-61438|2266589	RBXO01000001|mupM_Ile-tRNA-syn|2606010|2606436|3514331|3517462|cluster-4|t1pks|2556501-2632238|907895	368	426	69.565217	62.175168	7.39004896	1029	4132			
ARVW01000001|AdmT_ACC|1715058|1715482|8487129|8488811|cluster-4|t1pks|1689947-1741983|6771647	LT607409|AdmT_ACC|3745569|3745995|3822796|3824505|cluster-2|thiopeptide-t2pks-t1pks|3683990-3859325|76801	424	426	69.575472	59.821429	9.754043127	1024.5	4616.5			
CP022161|SalI_beta_proteasome|10438813|10439237|2879589|2880443|cluster-2|t1pks|10418062-10471546|7558370	CP022161|SalI_beta_proteasome|5663171|5663597|2879589|2880443|cluster-2|t1pks-otherks|5651853-5699753|2782728	424	426	69.575472	100	30.4245283	1024.5	396			
CP000854|mupM_Ile-tRNA-syn|4685759|4686183|2843147|2846347|cluster-3|otherks-t1pks-nrps|4639984-4740494|1839412	LZKS01000106|mupM_Ile-tRNA-syn|285350|285775|126599|129751|cluster-2|t3pks-t1pks|264187-317376|155599	424	425	69.575472	87.429644	17.85417183	1024.5	1493			
LT968775|mupM_Ile-tRNA-syn|1573604|1574028|1727494|1730658|cluster-3|t3pks-t1pks|1543021-1601076|153466	RBXO01000001|mupM_Ile-tRNA-syn|3585546|3585968|3514331|3517462|cluster-5|t1pks|3565511-3630663|68084	424	422	69.575472	40.037951	29.53752103	1024.5	8450.5			
LZSG01000070|mupM_Ile-tRNA-syn|195445|195869|36608|39739|cluster-2|t3pks-t1pks|174161-199182|155706	RBXO01000001|mupM_Ile-tRNA-syn|3585546|3585968|3514331|3517462|cluster-5|t1pks|3565511-3630663|68084	424	422	69.575472	38.446788	31.12868359	1024.5	9158.5			
LZSG01000070|mupM_Ile-tRNA-syn|195445|195869|36608|39739|cluster-2|t3pks-t1pks|174161-199182|155706	RBXO01000001|mupM_Ile-tRNA-syn|5826704|5827123|3514331|3517462|cluster-2|t1pks-otherks|5804436-5886486|2309242	424	419	69.575472	38.446788	31.12868359	1024.5	9158.5			
CP031320|EF-Tu|987403|987827|3459248|3460417|cluster-4|t1pks|966775-1014631|2471421	QYCY01000001|EF-Tu|863169|863584|5422987|5424180|cluster-2|t1pks-nucleoside-nrps|659027-901309|4559403	424	415	69.575472	59.640103	9.93536887	1024.5	4669			
LNBE01000002|EF-Tu|482284|482708|69696|70880|cluster-7|t1pks|462159-556553|411404	QTUG01000001|EF-Tu|2338168|2338590|8557884|8559056|cluster-1|t1pks-siderophore|2305764-2375303|6219294	424	422	69.575472	59.137056	10.43841586	1024.5	4741			
QXCZ01000001|EF-Tu|1812512|1812923|7860840|7862030|cluster-3|t1pks-nrps|1750993-1838837|6047917	QXCZ01000001|EF-Tu|227531|227961|7860840|7862030|cluster-2|bacteriocin-lantipeptide-t1pks|173858-273886|7632879	411	430	69.586375	100	30.4136253	1019.5	396			
QXCZ01000001|EF-Tu|1812512|1812923|7860840|7862030|cluster-3|t1pks-nrps|1750993-1838837|6047917	QYCY01000001|EF-Tu|5369908|5370334|5422987|5424180|cluster-1|t1pks-nrps|5310568-5429742|52653	411	426	69.586375	62.121212	7.465162575	1019.5	4143			
CP006259|EF-Tu|4561519|4561940|1641671|1642855|cluster-1|t1pks-nrps|4541482-4597772|2918664	CP006567|EF-Tu|120115|120542|5363640|5364833|cluster-1|t3pks-t1pks-nrps|38640-150103|5243098	421	427	69.5962	60.152284	9.443915261	1018	4570.5			
GG657752|seryl-tRNA_synthetase|176152|176481|114241|115518|cluster-2|butyrolactone-t1pks-melanin-nrps|86795-366789|60634	PHUI01000001|seryl-tRNA_synthetase|2659213|2659632|5998887|6000164|cluster-1|t1pks-butyrolactone|2629097-2682356|3339255	329	419	69.604863	58.823529	10.78133381	1017	4802			
CP002047|SalI_beta_proteasome|2722473|2722881|3009209|3010054|cluster-3|t1pks|2625076-2747000|286328	CP022161|SalI_beta_proteasome|10438813|10439237|2879589|2880443|cluster-2|t1pks|10418062-10471546|7558370	408	424	69.607843	53.380783	16.22706022	1015.5	5423			
CP002047|SalI_beta_proteasome|2722473|2722881|3009209|3010054|cluster-3|t1pks|2625076-2747000|286328	CP022161|SalI_beta_proteasome|8980791|8981217|2879589|2880443|cluster-1|t1pks|8960130-9008487|6100348	408	426	69.607843	53.380783	16.22706022	1015.5	5423			
CP022161|SalI_beta_proteasome|10941611|10941950|2879589|2880443|cluster-5|t1pks|10940804-10981766|8061168	CP022161|SalI_beta_proteasome|9544709|9545135|2879589|2880443|cluster-1|t1pks|9523990-9571873|6664266	339	426	69.616519	100	30.38348083	1013.5	396			
CP022161|SalI_beta_proteasome|10941611|10941950|2879589|2880443|cluster-5|t1pks|10940804-10981766|8061168	JAFQ01000004|SalI_beta_proteasome|5705016|5705441|6346610|6347455|cluster-2|t1pks|5655611-5735458|641169	339	425	69.616519	42.605634	27.01088537	1013.5	7279			
CP000820|seryl-tRNA_synthetase|4652752|4653167|6991286|6992578|cluster-1|t1pks|4602848-4675017|2338119	GV586860|seryl-tRNA_synthetase|549750|550176|2795949|2797232|cluster-3|t1pks|478846-587017|2245773	415	426	69.638554	64.883721	4.754833287	1012	3844			
CP012673|AdmT_ACC|6992532|6992957|9758865|9759722|cluster-4|transatpks-t1pks-nrps|6843495-7020262|2765908	LT607409|AdmT_ACC|5314891|5315316|3822796|3824505|cluster-1|t1pks|5294856-5478251|1490386	425	425	69.647059	38.245614	31.40144479	1008	9296			
CP005929|seryl-tRNA_synthetase|6568237|6568662|2500318|2501583|cluster-3|aminocoumarin-t1pks-nucleoside-nrps|6547246-6642234|4066654	CP016279|seryl-tRNA_synthetase|2338584|2339007|2652840|2654117|cluster-1|siderophore-t1pks-nrps|2196713-2380559|313833	425	423	69.647059	34.916865	34.73019422	1008	10313.5			
CP010849|seryl-tRNA_synthetase|7718217|7718642|204424|205701|cluster-9|t3pks-fused-bacteriocin-t1pks-nrps|7679429-7762396|7512516	QXCZ01000001|seryl-tRNA_synthetase|3186798|3187223|2245377|2246654|cluster-1|t1pks|3166763-3295307|940144	425	425	69.647059	71.294118	1.647058824	1008	3379			
CP006567|EF-Tu|12480648|12481073|5363640|5364833|cluster-3|t1pks|12463328-12536525|7115815	CP031320|EF-Tu|987403|987827|3459248|3460417|cluster-4|t1pks|966775-1014631|2471421	425	424	69.647059	58.438287	11.20877167	1008	4957.5			
CP006567|EF-Tu|12480648|12481073|5363640|5364833|cluster-3|t1pks|12463328-12536525|7115815	FMHY01000002|EF-Tu|3005245|3005671|4371367|4372554|cluster-3|t1pks-nrps|2903211-3036326|1365696	425	426	69.647059	64.231738	5.415320788	1008	3887			
CP031320|EF-Tu|7400418|7400843|3459248|3460417|cluster-33|lantipeptide-t1pks-nrps|7321714-7428166|3940001	QXCZ01000001|EF-Tu|3661339|3661764|7860840|7862030|cluster-1|nrps-t1pks-aminocoumarin|3606936-3703596|4199076	425	425	69.647059	84.318766	14.67170724	1008	2076			
QXCZ01000001|EF-Tu|3661339|3661764|7860840|7862030|cluster-1|nrps-t1pks-aminocoumarin|3606936-3703596|4199076	QYCY01000001|EF-Tu|863169|863584|5422987|5424180|cluster-2|t1pks-nucleoside-nrps|659027-901309|4559403	425	415	69.647059	62.121212	7.525846702	1008	4143			
CP008977|ArgK_OTCase|694145|694567|1249786|1250709|cluster-2|t1pks-nrps|674137-737627|555219	LZKS01000106|ArgK_OTCase|117202|117626|279844|280770|cluster-1|t1pks-nrps|80387-143474|162218	422	424	69.668246	86.319218	16.6509718	1002	1648.5			
LDPT01000003|ArgK_OTCase|73747|74169|207953|208888|cluster-1|t1pks-nrps|53739-118474|133784	LZIJ01000197|ArgK_OTCase|165226|165648|8216|9142|cluster-2|t1pks|145201-170664|156084	422	422	69.668246	86.173633	16.505387	1002	1662			
LDPT01000003|ArgK_OTCase|73747|74169|207953|208888|cluster-1|t1pks-nrps|53739-118474|133784	LZKS01000106|ArgK_OTCase|117202|117626|279844|280770|cluster-1|t1pks-nrps|80387-143474|162218	422	424	69.668246	85.209003	15.54075677	1002	1875.5			
CP006567|EF-Tu|9638468|9638890|5363640|5364833|cluster-1|t1pks|9618433-9752874|4273635	CP017248|EF-Tu|1089124|1089549|8087816|8088997|cluster-1|t1pks|1004747-1121219|6998267	422	425	69.668246	60.453401	9.214845942	1002	4503.5			
CP006567|EF-Tu|9638468|9638890|5363640|5364833|cluster-1|t1pks|9618433-9752874|4273635	CP031320|EF-Tu|1572044|1572470|3459248|3460417|cluster-1|t1pks|1551985-1596907|1886778	422	426	69.668246	58.438287	11.22995929	1002	4957.5			
KK037233|mupM_Ile-tRNA-syn|6626851|6627072|2305730|2308849|cluster-1|t1pks-nrps|6589466-6703188|4318002	LZSG01000070|mupM_Ile-tRNA-syn|195445|195869|36608|39739|cluster-2|t3pks-t1pks|174161-199182|155706	221	424	69.683258	40.615977	29.06728102	999	8132			
ARVW01000001|AdmT_ACC|6754014|6754433|8487129|8488811|cluster-4|t1pks|6733898-6780530|1732696	ARVW01000001|AdmT_ACC|800283|800697|8487129|8488811|cluster-2|t1pks|780181-826741|7686432	419	414	69.689737	100	30.31026253	996.5	396			
ARVW01000001|AdmT_ACC|6754014|6754433|8487129|8488811|cluster-4|t1pks|6733898-6780530|1732696	KB913024|AdmT_ACC|2074721|2075141|3392382|3394085|cluster-1|t1pks|2054628-2101080|1317241	419	420	69.689737	47.678571	22.01116604	996.5	5925.5			
CP022161|SalI_beta_proteasome|10538248|10538667|2879589|2880443|cluster-3|t1pks|10519799-10591864|7657805	CP022161|SalI_beta_proteasome|5090508|5090934|2879589|2880443|cluster-1|t1pks|5041116-5136008|2210065	419	426	69.689737	100	30.31026253	996.5	396			
CP022161|SalI_beta_proteasome|10538248|10538667|2879589|2880443|cluster-3|t1pks|10519799-10591864|7657805	JAFQ01000004|SalI_beta_proteasome|1905894|1906318|6346610|6347455|cluster-1|t1pks-butyrolactone|1881437-1929161|4440292	419	424	69.689737	42.605634	27.08410367	996.5	7279			
AM420293|AdmT_ACC|2531767|2532206|45467|47173|cluster-1|t1pks|2511112-2562105|2484594	CP026304|AdmT_ACC|949664|950102|7366570|7368267|cluster-1|t1pks|924360-975922|6416468	439	438	69.703872	51.232394	18.47147807	994	5650.5			
CP002047|SalI_beta_proteasome|2097209|2097635|3009209|3010054|cluster-2|t1pks-otherks|2057881-2126587|911574	CP022161|SalI_beta_proteasome|10438813|10439237|2879589|2880443|cluster-2|t1pks|10418062-10471546|7558370	426	424	69.71831	53.380783	16.33752694	986.5	5423			
CP022161|SalI_beta_proteasome|9544709|9545135|2879589|2880443|cluster-1|t1pks|9523990-9571873|6664266	QMEY01000002|SalI_beta_proteasome|399667|400077|454117|454941|cluster-4|t2pks-t1pks|309931-434941|54040	426	410	69.71831	46.126761	23.5915493	986.5	6131			
CP010519|ArgK_OTCase|396625|397051|1178307|1179320|cluster-3|t1pks-butyrolactone-nrps|284628-428617|781256	PKFQ01000001|ArgK_OTCase|5431888|5432314|5484776|5485777|cluster-1|t1pks-nrps|5384086-5490116|52462	426	426	69.71831	78.635015	8.916704978	986.5	3077.5			
CP006567|EF-Tu|5416284|5416710|5363640|5364833|cluster-1|t1pks-nrps|5358078-5478116|51451	CP017248|EF-Tu|1782800|1783226|8087816|8088997|cluster-1|t1pks|1664991-1809280|6304590	426	426	69.71831	60.453401	9.264909355	986.5	4503.5			
CP017248|EF-Tu|1782800|1783226|8087816|8088997|cluster-1|t1pks|1664991-1809280|6304590	QYCY01000001|EF-Tu|5369908|5370334|5422987|5424180|cluster-1|t1pks-nrps|5310568-5429742|52653	426	426	69.71831	61.068702	8.649607569	986.5	4340.5			
CP017248|EF-Tu|6344554|6344980|8087816|8088997|cluster-2|melanin-aminocoumarin-t1pks-nrps|6254741-6388081|1742836	QTUG01000001|EF-Tu|2338168|2338590|8557884|8559056|cluster-1|t1pks-siderophore|2305764-2375303|6219294	426	422	69.71831	91.348601	21.63029065	986.5	1119			
CP031320|EF-Tu|1572044|1572470|3459248|3460417|cluster-1|t1pks|1551985-1596907|1886778	QYCY01000001|EF-Tu|5369908|5370334|5422987|5424180|cluster-1|t1pks-nrps|5310568-5429742|52653	426	426	69.71831	59.640103	10.07820703	986.5	4669			
CP031320|EF-Tu|1572044|1572470|3459248|3460417|cluster-1|t1pks|1551985-1596907|1886778	QYCY01000001|EF-Tu|863169|863584|5422987|5424180|cluster-2|t1pks-nucleoside-nrps|659027-901309|4559403	426	415	69.71831	59.640103	10.07820703	986.5	4669			
CP031320|EF-Tu|3382246|3382672|3459248|3460417|cluster-5|t1pks-nrps|3349073-3462292|76576	QYCY01000001|EF-Tu|5369908|5370334|5422987|5424180|cluster-1|t1pks-nrps|5310568-5429742|52653	426	426	69.71831	59.640103	10.07820703	986.5	4669			
CP031320|EF-Tu|6736216|6736642|3459248|3460417|cluster-1|t1pks|6716182-6765781|3275799	CP031320|EF-Tu|7684368|7684820|3459248|3460417|cluster-35|t1pks-nrps|7664333-7849629|4223951	426	452	69.71831	100	30.28169014	986.5	396			
CP031455|EF-Tu|7093699|7094125|2171438|2172562|cluster-1|t1pks-nrps|7073561-7292064|4921137	FMHY01000002|EF-Tu|4513596|4514019|4371367|4372554|cluster-6|lantipeptide-t1pks-otherks|4481996-4602692|141042	426	423	69.71831	54.812834	14.90547563	986.5	5323.5			
CP031455|EF-Tu|7093699|7094125|2171438|2172562|cluster-1|t1pks-nrps|7073561-7292064|4921137	KZ679048|EF-Tu|9301|9725|379769|380962|cluster-1|t1pks|1-75061|370044	426	424	69.71831	50.26738	19.45093018	986.5	5715			
QYCY01000001|EF-Tu|5369908|5370334|5422987|5424180|cluster-1|t1pks-nrps|5310568-5429742|52653	QYCY01000001|EF-Tu|863169|863584|5422987|5424180|cluster-2|t1pks-nucleoside-nrps|659027-901309|4559403	426	415	69.71831	100	30.28169014	986.5	396			
CP005929|Ind0_Trp-tRNA-syn|288388|288814|8522764|8523789|cluster-2|t1pks-lantipeptide-butyrolactone|232725-314814|8233950	CP011799|Ind0_Trp-tRNA-syn|4987746|4988172|3259495|3260508|cluster-2|cyanobactin-t1pks-nrps|4967711-5031034|1727238	426	426	69.71831	71.554252	1.83594234	986.5	3321			
CP005929|seryl-tRNA_synthetase|2646222|2646645|2500318|2501583|cluster-3|t1pks-nrps|2626187-2878271|144639	CP005929|seryl-tRNA_synthetase|6568237|6568662|2500318|2501583|cluster-3|aminocoumarin-t1pks-nucleoside-nrps|6547246-6642234|4066654	423	425	69.739953	100	30.26004728	974	396			
CP008966|seryl-tRNA_synthetase|2690850|2691273|3969308|3970567|cluster-1|t1pks-nrps|2622948-2719213|1278035	CP016279|seryl-tRNA_synthetase|2338584|2339007|2652840|2654117|cluster-1|siderophore-t1pks-nrps|2196713-2380559|313833	423	423	69.739953	30.310263	39.42969019	974	10770			
CP010849|seryl-tRNA_synthetase|749451|749874|204424|205701|cluster-3|bacteriocin-transatpks-t1pks-nrps|729418-964528|543750	CP016279|seryl-tRNA_synthetase|3599509|3599934|2652840|2654117|cluster-2|t1pks-nrps|3577665-3670783|945392	423	425	69.739953	71.294118	1.554164928	974	3379			
LZSE01000009|mupM_Ile-tRNA-syn|56674|57097|135960|139085|cluster-1|t1pks-nrps|1-82524|78863	LZSG01000070|mupM_Ile-tRNA-syn|195445|195869|36608|39739|cluster-2|t3pks-t1pks|174161-199182|155706	423	424	69.739953	87.800192	18.0602394	974	1455			
CP000854|ArgK_OTCase|3764867|3765290|2987852|2988778|cluster-3|t1pks-nrps|3727926-3801318|776089	PKFQ01000001|ArgK_OTCase|868041|868465|5484776|5485777|cluster-5|lantipeptide-t1pks-nrps|727849-1025295|4616311	423	424	69.739953	40.25974	29.48021246	974	8366			
CP025546|ArgK_OTCase|2859103|2859526|3061812|3062738|cluster-1|t1pks-nrps|2812635-2887751|202286	DD369588|ArgK_OTCase|1125643|1126065|4403520|4404449|cluster-3|t1pks-nrps|1034607-1151902|3277455	423	422	69.739953	78.571429	8.831475853	974	3095			
FMHY01000002|EF-Tu|4513596|4514019|4371367|4372554|cluster-6|lantipeptide-t1pks-otherks|4481996-4602692|141042	QXCZ01000001|EF-Tu|3260912|3261328|7860840|7862030|cluster-1|t1pks|3166763-3295307|4599512	423	416	69.739953	71.139241	1.399287788	974	3414			
AP017635|Ind0_Trp-tRNA-syn|4019414|4019837|3412832|3413851|cluster-14|t1pks-nrps|3997246-4080095|605563	CP011799|Ind0_Trp-tRNA-syn|7877996|7878419|3259495|3260508|cluster-1|t1pks|7857960-7922466|4617488	423	423	69.739953	61.061947	8.678005816	974	4353			
CP011799|Ind0_Trp-tRNA-syn|4025970|4026393|3259495|3260508|cluster-1|t1pks|4005935-4129789|765462	CP011799|Ind0_Trp-tRNA-syn|8535808|8536219|3259495|3260508|cluster-2|t1pks-nrps|8459311-8581721|5275300	423	411	69.739953	100	30.26004728	974	396			
CP011799|Ind0_Trp-tRNA-syn|4025970|4026393|3259495|3260508|cluster-1|t1pks|4005935-4129789|765462	NKRC01000001|Ind0_Trp-tRNA-syn|5789908|5790342|4160020|4161051|cluster-2|t3pks-t1pks|5768721-5826875|1628857	423	434	69.739953	59.643917	10.0960358	974	4648			
CP011799|Ind0_Trp-tRNA-syn|7877996|7878419|3259495|3260508|cluster-1|t1pks|7857960-7922466|4617488	NKRC01000001|Ind0_Trp-tRNA-syn|5789908|5790342|4160020|4161051|cluster-2|t3pks-t1pks|5768721-5826875|1628857	423	434	69.739953	59.643917	10.0960358	974	4648			
CP006567|EF-Tu|11509491|11509911|5363640|5364833|cluster-5|bacteriocin-nrps-lantipeptide-t1pks-otherks|11489476-11707824|6144658	LNBE01000002|EF-Tu|1095592|1096018|69696|70880|cluster-12|t1pks-nrps|999247-1142035|1024712	420	426	69.761905	45.34005	24.42185438	968	6359			
