target_name		gbid	score_final	antismashfile	cluster_num	cluster_type	distance	species	phyla	homologs	homologs_list	pident_list	redundant	target count 	copynum	coevolution score	in pos set	in pos set homologs	in pos set redundnat
UDP-N-acetylenolpyruvoylglucosamine reductase MurB	sp_P08373_MURB_ECOLI	KB892746	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB892746/index.html	cluster-1	t1pks-otherks	2055	Actinopolymorpha alba DSM 45243	Actinobacteria	0	[]	1	[]	1	1	0	FALSE	FALSE	FALSE
ECF RNA polymerase sigma-E factor	sp_P0AGB6_RPOE_ECOLI	PPHG01000074	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PPHG01000074/index.html	cluster-1	t1pks-nrps	4527	Amycolatopsis sp. CA-128772	Actinobacteria	2	"[u'FNSO01000004', u'MF990204']"	1	[]	4	1	24.3901499	FALSE	FALSE	FALSE
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	LN997842	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LN997842_1907358_2214141/index.html	cluster-2	ectoine-t1pks-otherks	1715	Streptomyces reticuli	Actinobacteria	-1	[]	-1	[]	0	2	-1	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LPHR01000070	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPHR01000070/index.html	cluster-2	transatpks-t1pks-nrps	1990	Burkholderia ubonensis	Proteobacteria	2	"[u'CP013405', u'NKFM01000062']"	56	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013392', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	5.902373803	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LPGN01000004	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPGN01000004/index.html	cluster-2	bacteriocin-t1pks-nrps	4639	Burkholderia ubonensis	Proteobacteria	3	"[u'CP013392', u'CP013405', u'NKFM01000062']"	55	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	5.803205436	FALSE	FALSE	FALSE
Alanine racemase	sp_P0A6B4_ALR1_ECOLI	CP022653	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP022653_1745262_2489100/index.html	cluster-4	transatpks	4792	Bacillus atrophaeus	Firmicutes	0	[]	1	[]	3	4	5.809411174	FALSE	FALSE	FALSE
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	FXAT01000008	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FXAT01000008/index.html	cluster-1	t1pks	24	Paraburkholderia susongensis	Proteobacteria	32	"[u'BBJF01000005', u'CP013730', u'CP015033', u'CP015036', u'CP016442', u'CP017562', u'CP023522', u'CP029824', u'FNCJ01000011', u'FUZW01000002', u'JPGM01000008', u'JSZN01000033', u'KI421535', u'KN150849', u'KN150939', u'LAVN01000003', u'LDWR01000005', u'LOWB01000076', u'LOWV01000038', u'LOYC01000030', u'LOYN01000022', u'LPCO01000066', u'LPEQ01000122', u'LPKA01000024', u'LR025742', u'ML058600', u'NBSQ01000002', u'OEOG01000026', u'PVGX01000094', u'PVHJ01000137', u'QJSQ01000029', u'RAIM01000002']"	2	[u'AP013062']	37	1	15.37901889	FALSE	FALSE	FALSE
2-succinylbenzoate--CoA ligase	sp_P37353_MENE_ECOLI	CP003410	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003410_3016884_3377229/index.html	cluster-2	t1pks-nrps	653	Amycolatopsis orientalis HCCB10007	Actinobacteria	0	[]	6	"[u'CP008953', u'JPLW01000006', u'LIWC01000007', u'LQMT02000005', u'LT629789']"	13	2	14.44487601	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	CP033431	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP033431/index.html	cluster-11	t1pks-nrps	4882	Burkholderia gladioli	Proteobacteria	0	[]	1	[]	52	19	11.62168736	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	LECT01000014	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LECT01000014/index.html	cluster-1	t1pks	84	Rhodopirellula islandica	Planctomycetes	0	[]	4	"[u'AMCW01000040', u'DDGH01000006', u'NIZW01000016']"	52	1	11.27056546	FALSE	FALSE	FALSE
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	OEOG01000026	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/OEOG01000026/index.html	cluster-1	t1pks	1	Burkholderia cenocepacia	Proteobacteria	19	"[u'AP013062', u'AXAJ01000009', u'BBJF01000005', u'CP017562', u'CP023522', u'FNCJ01000011', u'FUZW01000002', u'FXAT01000008', u'JSZN01000033', u'KN150849', u'LAVN01000003', u'LOWB01000076', u'LPCO01000066', u'LPEQ01000122', u'LPKA01000024', u'ML058600', u'NBSQ01000002', u'QJSQ01000029', u'RAIM01000002']"	16	"[u'CP013730', u'CP015033', u'CP015036', u'CP016442', u'CP029824', u'JPGM01000008', u'KI421535', u'KN150939', u'LDWR01000005', u'LOWV01000038', u'LOYC01000030', u'LOYN01000022', u'LR025742', u'PVGX01000094', u'PVHJ01000137']"	37	1	4.93104548	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LPBJ01000104	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPBJ01000104/index.html	cluster-1	bacteriocin-t1pks-nrps	4642	Burkholderia ubonensis	Proteobacteria	3	"[u'CP013392', u'CP013405', u'NKFM01000062']"	55	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	5.896994618	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LPGB01000072	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPGB01000072/index.html	cluster-2	t1pks-nrps	1990	Burkholderia ubonensis	Proteobacteria	2	"[u'CP013405', u'NKFM01000062']"	56	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013392', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	5.861160631	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	JOIZ01000015	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOIZ01000015/index.html	cluster-2	t1pks	878	Streptomyces sp. NRRL S-37	Actinobacteria	32	"[u'AMPN02000002', u'CM002271', u'CP004370', u'CP009802', u'CP014485', u'CP016824', u'CP019724', u'CP019724', u'CP029338', u'CP031742', u'DS999645', u'FMBX01000003', u'FMCF01000008', u'FMCM01000285', u'FR873698', u'JHDU01000020', u'JNZI01000016', u'JOGQ01000019', u'JOGU01000015', u'JOHT01000001', u'JTCK01000028', u'KB890710', u'KB898240', u'KN549162', u'KV861362', u'KZ195583', u'LAYX01000019', u'LLZL01000002', u'MNPQ01000024', u'MUBL01000293', u'NZ_AZYD01000015', u'UHID01000005']"	4	"[u'BBNN01000039', u'JOFW01000016', u'LMTQ02000032']"	69	1	10.09586078	FALSE	FALSE	FALSE
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	MCGQ01000026	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MCGQ01000026/index.html	cluster-1	t1pks-otherks	3509	Streptomyces diastatochromogenes	Actinobacteria	-1	[]	-1	[]	0	1	-1	FALSE	FALSE	FALSE
D-alanine-D-alanine ligase B	sp_P07862_DDLB_ECOLI	NZ_NITY01000011	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_NITY01000011/index.html	cluster-1	t1pks-nrps	2258	Xenorhabdus mauleonii	Proteobacteria	-1	[]	-1	[]	0	0	-1	FALSE	FALSE	FALSE
Periplasmic serine endoprotease DegP	sp_P0C0V0_DEGP_ECOLI	RAWC01000004	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RAWC01000004/index.html	cluster-1	t1pks-nrps	4003	Corallococcus sp. CA049B	Proteobacteria	1	[u'RAWG01000021']	2	[u'RAVW01000053']	4	0	3.014445801	FALSE	FALSE	FALSE
beta-lactamase	beta_lactamase	JODQ01000006	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JODQ01000006_721860_1023053/index.html	cluster-1	t1pks-nrps	3975	Herbidospora cretacea	Actinobacteria	0	[]	2	[u'BBXF01000005']	5	1	2.783138118	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	QYCY01000002	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QYCY01000002_2296514_2597797/index.html	cluster-1	t1pks	2133	Streptomyces rapamycinicus NRRL 5491	Actinobacteria	-1	[]	-1	[]	0	5	-1	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	CP024986	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP024986/index.html	cluster-1	butyrolactone-t2pks-t1pks-nrps	4820	Streptomyces lavendulae subsp. lavendulae	Actinobacteria	0	[]	1	[]	52	1	6.622527282	FALSE	FALSE	FALSE
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	NZ_LBDA02000011	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_LBDA02000011/index.html	cluster-1	t1pks-otherks	4007	Streptomyces malaysiense	Actinobacteria	0	[]	2	[u'QLLW01000013']	4	0	12.4868278	FALSE	FALSE	FALSE
Aspartate--tRNA ligase	sp_P21889_SYD_ECOLI	NOLA01000005	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NOLA01000005/index.html	cluster-1	transatpks-otherks-nrps	4953	Paenibacillus polymyxa	Firmicutes	0	[]	7	"[u'CP000154', u'CP006941', u'CP011420', u'CP011512', u'CP015423', u'LTYJ01000002']"	10	1	6.0061022	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LOTM01000036	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOTM01000036/index.html	cluster-1	transatpks-t1pks-nrps	4638	Burkholderia ubonensis	Proteobacteria	1	[u'CP013405']	57	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013392', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NKFM01000062', u'NQNB01000067', u'NQNC01000002']"	85	1	6.124387042	FALSE	FALSE	FALSE
Aspartate--tRNA ligase	sp_P21889_SYD_ECOLI	CP006872	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP006872_3485231_3823535/index.html	cluster-1	transatpks-otherks-nrps	4737	Paenibacillus polymyxa SQR-21	Firmicutes	0	[]	1	[]	10	2	29.26041558	FALSE	FALSE	FALSE
Elongation factor P	sp_P0A6N4_EFP_ECOLI	CP019913	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP019913/index.html	cluster-1	t1pks-otherks	1911	Desulfococcus multivorans	Proteobacteria	0	[]	1	[]	85	2	7.379350488	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	LMTQ02000032	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LMTQ02000032/index.html	cluster-1	t1pks-nrps	4388	Streptomyces sp. AVP053U2	Actinobacteria	33	"[u'AMPN02000002', u'CM002271', u'CP004370', u'CP009802', u'CP014485', u'CP016824', u'CP019724', u'CP019724', u'CP029338', u'CP031742', u'DS999645', u'FMBX01000003', u'FMCF01000008', u'FMCM01000285', u'FR873698', u'JHDU01000020', u'JNZI01000016', u'JOGQ01000019', u'JOGU01000015', u'JOHT01000001', u'JTCK01000028', u'KB846722', u'KB890710', u'KB898240', u'KN549162', u'KV861362', u'KZ195583', u'LAYX01000019', u'LLZL01000002', u'MNPQ01000024', u'MUBL01000293', u'NZ_AZYD01000015', u'UHID01000005']"	4	"[u'BBNN01000039', u'JOFW01000016', u'JOIZ01000015']"	69	1	8.741732178	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	LT906469	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT906469_352962_654236/index.html	cluster-1	t1pks-nrps	887	Mycobacterium terrae	Actinobacteria	0	[]	12	"[u'AGAQ01000134', u'AUWR01000061', u'CP002329', u'LDPO01000010', u'LQOZ01000036', u'LQPG01000019', u'LQPI01000032', u'LT546166', u'LZMF01000132', u'MVHH01000018', u'PUEV01000102']"	52	9	8.746296325	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	CP010519	35	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP010519/index.html	cluster-2	t1pks-nrps	40	Streptomyces albus	Actinobacteria	0	[]	1	[]	85	9	29.20902356	FALSE	FALSE	FALSE
"1,4-dihydroxy-2-naphthoyl-CoA synthase"	sp_P0ABU0_MENB_ECOLI	OLMK01000009	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/OLMK01000009/index.html	cluster-1	t3pks-nrps-t1pks-siderophore	4036	Streptomyces sp. MA5143a	Actinobacteria	0	[]	5	"[u'BBOK01000004', u'BDJC01000003', u'JNLT01000017', u'JOGJ01000001']"	9	1	6.756277436	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LPDY01000079	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPDY01000079/index.html	cluster-2	transatpks-t1pks-nrps	1990	Burkholderia ubonensis	Proteobacteria	2	"[u'CP013405', u'NKFM01000062']"	56	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013392', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	5.866314875	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	LDPO01000010	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LDPO01000010/index.html	cluster-1	t1pks-nrps	896	Mycolicibacter heraklionensis	Actinobacteria	0	[]	12	"[u'AGAQ01000134', u'AUWR01000061', u'CP002329', u'LQOZ01000036', u'LQPG01000019', u'LQPI01000032', u'LT546166', u'LT906469', u'LZMF01000132', u'MVHH01000018', u'PUEV01000102']"	52	1	8.587358709	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	JOBU01000033	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JOBU01000033/index.html	cluster-2	t1pks-nrps	3238	Streptomyces lavendulae subsp. lavendulae	Actinobacteria	0	[]	8	"[u'CP020039', u'CP020555', u'JOFX01000009', u'JOFY01000014', u'JOIR01000012', u'LGDI01000228', u'LGDS01000057']"	10	1	4.353389405	FALSE	FALSE	FALSE
Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	sp_P17169_GLMS_ECOLI	AUAF01000020	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUAF01000020/index.html	cluster-1	t1pks-nrps	3081	Zooshikella ganghwensis DSM 15267	Proteobacteria	0	[]	1	[]	7	1	11.74852546	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	MNPQ01000024	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MNPQ01000024/index.html	cluster-1	lantipeptide-t1pks-nrps	817	Streptomyces albidoflavus	Actinobacteria	6	"[u'BBNN01000039', u'CP019724', u'CP019724', u'JOFW01000016', u'JOIZ01000015', u'LMTQ02000032']"	28	"[u'AMPN02000002', u'CM002271', u'CP004370', u'CP009802', u'CP014485', u'CP016824', u'CP029338', u'CP031742', u'DS999645', u'FMBX01000003', u'FMCF01000008', u'FMCM01000285', u'FR873698', u'JHDU01000020', u'JNZI01000016', u'JOGQ01000019', u'JOGU01000015', u'JTCK01000028', u'KB890710', u'KB898240', u'KN549162', u'KV861362', u'KZ195583', u'LAYX01000019', u'LLZL01000002', u'NZ_AZYD01000015', u'UHID01000005']"	69	1	6.585502323	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	JPYO01000046	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JPYO01000046/index.html	cluster-1	t1pks	2983	Achromobacter sp. RTa	Proteobacteria	0	[]	4	"[u'PCOQ01000012', u'POQS01000001', u'QNRM01000001']"	52	2	7.40892541	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	LFXA01000003	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LFXA01000003/index.html	cluster-3	t1pks-terpene	58	Streptomyces caatingaensis	Actinobacteria	3	"[u'JNXT01000038', u'JOAQ01000015', u'KB889708']"	2	[u'LJSN01000002']	69	1	14.85152726	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LPHJ01000104	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPHJ01000104/index.html	cluster-1	transatpks-t1pks-nrps	4639	Burkholderia ubonensis	Proteobacteria	3	"[u'CP013392', u'CP013405', u'NKFM01000062']"	55	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	5.812690296	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	FNAZ01000006	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNAZ01000006/index.html	cluster-2	bacteriocin-thiopeptide-transatpks-t1pks-nrps	985	Paenibacillus sp. cl6col	Firmicutes	0	[]	4	"[u'AMBZ01000009', u'BBYF01000005', u'MAIS01000008']"	52	4	12.08840251	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	LAYX01000019	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LAYX01000019/index.html	cluster-1	lantipeptide-t1pks-nrps	4243	Streptomyces sp. KE1	Actinobacteria	6	"[u'BBNN01000039', u'CP019724', u'CP019724', u'JOFW01000016', u'JOIZ01000015', u'LMTQ02000032']"	28	"[u'AMPN02000002', u'CM002271', u'CP004370', u'CP009802', u'CP014485', u'CP016824', u'CP029338', u'CP031742', u'DS999645', u'FMBX01000003', u'FMCF01000008', u'FMCM01000285', u'FR873698', u'JHDU01000020', u'JNZI01000016', u'JOGQ01000019', u'JOGU01000015', u'JTCK01000028', u'KB890710', u'KB898240', u'KN549162', u'KV861362', u'KZ195583', u'LLZL01000002', u'MNPQ01000024', u'NZ_AZYD01000015', u'UHID01000005']"	69	1	6.532514936	FALSE	FALSE	FALSE
