target_name	target id	gbid	score_final	distance	homologs	homologs list	target ubiquity	copy number	Spearman correlation	p value	coevolution coefficient	antismashfile	cluster_num	cluster_type	gene_name	species	phyla	true positive	true positives homologs	score distance	score homologs	score target ubiquity	score copy number	score coevolution
Inosine-5'-monophosphate dehydrogenase	sp_P0ADG7_IMDH_ECOLI	FPBJ01000017	2	4749	0	None	8	1	0.8	0.2	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FPBJ01000017/index.html	cluster-1	transatpks	SAMN05421784_11762	Xenorhabdus koppenhoeferi	Proteobacteria	False	False	1	0	1	0	0
30S ribosomal protein S16	DEG10180406	JFJP01036967	2	4021	0	None	2	1	nan	nan	8.8521981301	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JFJP01036967/index.html	cluster-1	t1pks	ctg1_13	microbial mat metagenome	metagenomes	False	False	1	0	1	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	NZ_QLIQ01000005	0	7884	0	None	72	0	0.39	0.0	10.3929548913	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_QLIQ01000005/index.html	cluster-1	t1pks-nrps	DNJ75_RS03580	Cysteiniphilum litorale	Proteobacteria	False	False	0	0	0	0	0
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	OMPS01000048	0	9380	0	None	40	1	0.33	0.0	14.9442658601	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/OMPS01000048/index.html	cluster-1	t1pks	ctg1_89	Ruegeria sp. EL01	Proteobacteria	False	False	0	0	0	0	0
Glycyl-tRNA synthetase beta chain	DEG10180529	LT629701	1	7272	0	None	4	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT629701_1265677_1913862/index.html	cluster-3	t1pks	ctg1_236	Allokutzneria albata	Actinobacteria	False	False	0	0	1	0	0
Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	sp_P17169_GLMS_ECOLI	CP007219	3	4035	0	None	12	2	0.71	0.07	1.53146602144	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP007219_8638880_8987656/index.html	cluster-2	t1pks	ctg1_206	Amycolatopsis lurida NRRL 2430	Actinobacteria	False	False	1	0	1	1	0
Elongation factor P	sp_P0A6N4_EFP_ECOLI	CP019913	3	1911	0	None	4	2	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP019913/index.html	cluster-1	t1pks-otherks	B2D07_11660	Desulfococcus multivorans	Proteobacteria	False	False	1	0	1	1	0
Inosine-5'-monophosphate dehydrogenase	sp_P0ADG7_IMDH_ECOLI	ANSK01000009	1	9067	0	None	8	1	0.8	0.2	8.8367918746	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ANSK01000009/index.html	cluster-2	t1pks	ctg1_476	Paraburkholderia kururiensis M130	Proteobacteria	False	False	0	0	1	0	0
Alanine racemase	sp_P0A6B4_ALR1_ECOLI	LZHW01000087	2	9929	0	None	16	1	0.79	0.0	10.8322202854	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZHW01000087/index.html	cluster-2	t1pks	A5727_16255	Mycobacterium sp. ACS4331	Actinobacteria	False	False	0	0	1	0	1
Beta-lactamase (Fragment)	tr_A0A3G5FN01_A0A3G5FN01_ECOLX	HK492617	1	8926	0	None	19	1	-0.08	0.71	20.0178538078	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/HK492617/index.html	cluster-1	t1pks	ctg1_4	Unknown	None	False	False	0	0	1	0	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	JNXC01000030	2	1039	0	None	56	1	0.63	0.0	25.0963447753	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JNXC01000030/index.html	cluster-2	t1pks	ctg1_55	Saccharothrix sp. NRRL B-16314	Actinobacteria	False	False	1	0	0	0	1
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	LT990688	1	9716	0	None	23	3	0.35	0.0	2.90726731639	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT990688_2532193_2879346/index.html	cluster-1	t1pks-nrps	ctg1_188	Corynebacterium diphtheriae subsp. lausannense	Actinobacteria	False	False	0	0	0	1	0
1,4-dihydroxy-2-naphthoyl-CoA synthase	sp_P0ABU0_MENB_ECOLI	NZ_QHKY01000002	3	3193	1	[u'NZ_POAG01000024']	8	0	0.37	0.47	1.84727752816	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_QHKY01000002/index.html	cluster-2	t1pks-otherks	DNK52_RS08615	Nocardioides gilvus	Actinobacteria	False	False	1	1	1	0	0
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	AXWW01000033	0	9404	0	None	23	1	0.35	0.0	6.12089054142	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AXWW01000033/index.html	cluster-1	nrps-transatpks-t1pks-otherks	ctg1_59	Actinokineospora inagensis DSM 44258	Actinobacteria	False	False	0	0	0	0	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	CPFB01000005	1	5594	0	None	56	1	0.63	0.0	-1000.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CPFB01000005/index.html	cluster-1	t3pks-t1pks	ERS181525_00859	Mycobacterium tuberculosis	Actinobacteria	False	False	0	0	0	0	1
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	NZ_BDCI01000017	0	6711	0	None	72	0	0.39	0.0	10.5038607964	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_BDCI01000017/index.html	cluster-1	t1pks-nrps	NVU01S_RS18305	Nocardia vulneris	Actinobacteria	False	False	0	0	0	0	0
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	NQOS01000067	2	842	2	[u'CP019724', u'KV861362']	24	1	0.42	0.0	39.2767229827	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NQOS01000067/index.html	cluster-1	t1pks	CJI59_18675	Streptomyces sp. Alain-F2R5	Actinobacteria	False	False	1	1	0	0	0
1,4-dihydroxy-2-naphthoyl-CoA synthase	sp_P0ABU0_MENB_ECOLI	KB913037	3	1882	0	None	8	3	0.37	0.47	11.6161463817	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB913037_9099342_9510155/index.html	cluster-1	t3pks-t1pks-nrps	ctg1_114	Amycolatopsis balhimycina FH 1894	Actinobacteria	False	False	1	0	1	1	0
DNA polymerase III subunit epsilon	sp_P03007_DPO3E_ECOLI	QEYD01000001	2	7253	1	[u'LRRR01000003']	6	1	1.0	nan	3.87342543681	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QEYD01000001/index.html	cluster-1	t1pks	C4N9_02025	Pararhodobacter sp. CIC4N-9	Proteobacteria	False	False	0	1	1	0	0
Asparaginyl-tRNA synthetase	DEG10180155	MABD01000026	2	4346	0	None	5	1	0.7	0.19	4.07775814188	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MABD01000026/index.html	cluster-1	butyrolactone-t1pks	A9Q99_10945	Gammaproteobacteria bacterium 45_16_T64	Proteobacteria	False	False	1	0	1	0	0
Lon protease	sp_P0A9M0_LON_ECOLI	UCFP01000016	2	8952	2	[u'CP025512', u'UBWZ01000010']	7	1	0.2	0.8	6.82677537515	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/UCFP01000016/index.html	cluster-1	t1pks	ctg1_327	Rhizobiales bacterium	Proteobacteria	False	False	0	1	1	0	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LN901323	1	5139	0	None	56	1	0.63	0.0	11.7698952773	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LN901323/index.html	cluster-1	transatpks-t1pks-nrps	ctg1_194	Legionella saoudiensis	Proteobacteria	False	False	0	0	0	0	1
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	JRFE01000006	1	8757	0	None	26	1	0.55	0.0	16.1287802796	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JRFE01000006/index.html	cluster-1	t1pks-nrps	ctg1_58	Myxosarcina sp. GI1	Cyanobacteria	False	False	0	0	0	0	1
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	PVNH01000001	1	6334	0	None	72	4	0.39	0.0	8.26459626444	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PVNH01000001/index.html	cluster-4	t2pks-t1pks-otherks	B0I33_101570	Prauserella shujinwangii	Actinobacteria	False	False	0	0	0	1	0
Cysteinyl-tRNA synthetase	DEG10180099	QEVH01000017	1	7893	0	None	8	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QEVH01000017/index.html	cluster-1	t1pks-otherks	DCC66_08880	Planctomycetes bacterium (bioreactor sludge metagenome)	Planctomycetes	False	False	0	0	1	0	0
Transcription termination factor Rho	sp_P0AG30_RHO_ECOLI	FLNX01001119	1	6869	0	None	7	1	0.09	0.87	9.4355607328	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/FLNX01001119/index.html	cluster-2	t1pks	ctg1_22	bioreactor metagenome	metagenomes	False	False	0	0	1	0	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	CP008963	4	4494	10	[u'LQPF01000100', u'LZKS01000106', u'LZLX01000136', u'MBEU01000059', u'MIHB01000001', u'MVIK01000003', u'NAVI01000034', u'NCXP01000008', u'NZ_UPHU01000001', u'PEDE01000109']	56	2	0.63	0.0	39.6533015835	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP008963_1105269_1412928/index.html	cluster-2	t3pks-t1pks	ctg1_134	Mycobacterium tuberculosis	Actinobacteria	False	False	1	1	0	1	1
Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	sp_P17169_GLMS_ECOLI	CT573326	2	2633	0	None	12	1	0.71	0.07	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CT573326_5710138_5888780/index.html	cluster-1	t1pks	ctg1_140	Pseudomonas entomophila L48	Proteobacteria	False	False	1	0	1	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	FONN01000001	2	3775	0	None	72	5	0.39	0.0	8.20518708035	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FONN01000001_643372_979373/index.html	cluster-2	transatpks-nrps	ctg1_138	Paenibacillus algorifonticola	Firmicutes	False	False	1	0	0	1	0
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	GG657752	2	3651	0	None	26	1	0.55	0.0	21.092527707	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/GG657752/index.html	cluster-2	butyrolactone-t1pks-melanin-nrps	SSNG_07488	Streptomyces sp. C	Actinobacteria	False	False	1	0	0	0	1
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	CP021744	2	8729	1	[u'NZ_KB899004']	72	22	0.39	0.0	11.4975864118	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP021744/index.html	cluster-5	t2pks-t1pks-transatpks-butyrolactone-nrps	SMD11_6036	Streptomyces albireticuli	Actinobacteria	False	False	0	1	0	1	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	GG663497	1	5410	0	None	56	1	0.63	0.0	41.2738002573	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/GG663497_2192919_2494160/index.html	cluster-1	t3pks-t1pks	ctg1_135	Mycobacterium tuberculosis CPHL_A	Actinobacteria	False	False	0	0	0	0	1
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	JOEP01000017	0	8662	0	None	23	1	0.35	0.0	6.39763778215	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOEP01000017/index.html	cluster-1	t1pks	ctg1_18	Streptosporangium roseum	Actinobacteria	False	False	0	0	0	0	0
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	FQ859185	1	8840	0	None	23	5	0.35	0.0	12.7086645469	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FQ859185_3298256_3629276/index.html	cluster-1	t1pks-nrps	ctg1_138	Streptomyces cattleya NRRL 8057 = DSM 46488	Actinobacteria	False	False	0	0	0	1	0
30S ribosomal protein S14	DEG10180498	JNZO01000016	2	4966	0	None	13	1	-0.03	0.9	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JNZO01000016/index.html	cluster-1	t1pks	ctg1_4	Streptomyces flavochromogenes	Actinobacteria	False	False	1	0	1	0	0
Peptide deformylase	sp_P0A6K3_DEF_ECOLI	KK037166	2	5555	0	None	11	2	0.39	0.13	17.7596622388	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KK037166_1195144_1496415/index.html	cluster-1	t1pks	ctg1_134	Kutzneria sp. 744	Actinobacteria	False	False	0	0	1	1	0
Pyruvate carboxylase	tr_Q9CHQ7_Q9CHQ7_LACLA	LGJF01000001	2	9609	0	None	10	1	0.58	0.03	9.22600299323	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LGJF01000001_306858_837006/index.html	cluster-2	transatpks-otherks	ctg1_124	Bacillus sp. FJAT-27238	Firmicutes	False	False	0	0	1	0	1
ATP-dependent Clp protease ATP-binding subunit ClpX	sp_P0A6H1_CLPX_ECOLI	MVIM01000005	1	9422	0	None	5	1	0.0	1.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MVIM01000005/index.html	cluster-2	t1pks	BST47_12535	Mycobacterium tusciae	Actinobacteria	False	False	0	0	1	0	0
30S ribosomal protein S14	DEG10180498	AEZF01000005	2	8169	1	[u'KK340220']	13	1	-0.03	0.9	10.9858729775	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AEZF01000005/index.html	cluster-1	t1pks	ctg1_231	Mycobacterium tuberculosis variant bovis BCG str. ATCC 35733 (Mycobacterium bovis BCG str. Denmark 1331)	Actinobacteria	False	False	0	1	1	0	0
Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	sp_P17169_GLMS_ECOLI	CP007155	4	1760	1	[u'KK037166']	12	2	0.71	0.07	2.73312200461	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP007155/index.html	cluster-1	t1pks-otherks	KALB_8452	Kutzneria albida DSM 43870	Actinobacteria	False	False	1	1	1	1	0
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	BAUL01000113	1	8371	0	None	14	1	0.5	0.08	4.95187165776	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/BAUL01000113/index.html	cluster-1	t1pks	PVAR5_3701	Byssochlamys spectabilis No. 5	Fungi	False	False	0	0	1	0	0
50S ribosomal protein L20	DEG10180287	JYJG01000235	0	7964	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JYJG01000235/index.html	cluster-1	t1pks-nrps	UK23_28310	Lechevalieria aerocolonigenes	Actinobacteria	False	False	0	0	0	0	0
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	FNON01000011	1	6568	0	None	23	2	0.35	0.0	10.7907919747	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNON01000011/index.html	cluster-2	t1pks	SAMN05421504_111119	Amycolatopsis xylanica	Actinobacteria	False	False	0	0	0	1	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	JH556653	2	2399	0	None	72	12	0.39	0.0	6.32684465858	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JH556653_1864608_2170562/index.html	cluster-1	t1pks-nrps	ctg1_123	Hungateiclostridium cellulolyticum CD2	Firmicutes	False	False	1	0	0	1	0
Alanine racemase	sp_P0A6B4_ALR1_ECOLI	NJIH01000004	2	8909	0	None	16	1	0.79	0.0	13.3762765717	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NJIH01000004/index.html	cluster-2	t1pks-nrps	CEY11_09790	Candidimonas nitroreducens	Proteobacteria	False	False	0	0	1	0	1
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	JRHI01001425	1	9406	0	None	56	1	0.63	0.0	8.0805489858	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JRHI01001425/index.html	cluster-1	t1pks	ctg1_6	sediment metagenome	metagenomes	False	False	0	0	0	0	1
UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	sp_P17443_MURG_ECOLI	LZJI01000187	1	9229	0	None	7	1	0.52	0.15	21.0948350473	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZJI01000187/index.html	cluster-1	t1pks	A5695_04490	Mycobacterium sp. E1747	Actinobacteria	False	False	0	0	1	0	0
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	FUZW01000002	5	1	10	[u'ABYL01000055', u'AP013062', u'BBSL01000075', u'CP009435', u'FNCJ01000011', u'LAVN01000003', u'LOWB01000076', u'LPKA01000024', u'MUSL01000063', u'QJSQ01000029']	15	2	0.75	0.0	11.2534754052	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FUZW01000002_1560174_1861451/index.html	cluster-1	t1pks	ctg1_137	Burkholderia sp. BT03	Proteobacteria	False	False	1	1	1	1	1
Protein translocase subunit SecY	sp_P0AGA2_SECY_ECOLI	CP011533	1	5488	0	None	1	2	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP011533/index.html	cluster-2	t1pks	SNOUR_10055	Streptomyces noursei ATCC 11455	Actinobacteria	False	False	0	0	0	1	0
UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	sp_P17443_MURG_ECOLI	CP024985	2	7322	0	None	7	3	0.52	0.15	14.4665661136	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP024985_429453_794030/index.html	cluster-1	lantipeptide-t1pks	ctg1_131	Streptomyces lavendulae subsp. lavendulae	Actinobacteria	False	False	0	0	1	1	0
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	MTQO01000034	1	5389	1	[u'KB894406']	40	1	0.33	0.0	7.36923228589	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MTQO01000034/index.html	cluster-1	t2pks-t1pks	ALI144C_08120	Actinosynnema sp. ALI-1.44	Actinobacteria	False	False	0	1	0	0	0
30S ribosomal protein S14	DEG10180498	LIVV01000003	1	9835	0	None	13	1	-0.03	0.9	13.3775296538	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIVV01000003/index.html	cluster-6	t1pks-nrps	AMK27_15655	Streptomyces sp. CB02009	Actinobacteria	False	False	0	0	1	0	0
Elongation factor 4	sp_P60785_LEPA_ECOLI	QVIG01000001	2	4374	0	None	5	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QVIG01000001_3902546_4442366/index.html	cluster-1	t1pks-nrps	ctg1_372	Streptomyces xanthocidicus	Actinobacteria	False	False	1	0	1	0	0
Alanine racemase	sp_P0A6B4_ALR1_ECOLI	AUXT01000163	3	5678	1	[u'AUYA01000070']	16	1	0.79	0.0	6.16733253463	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUXT01000163/index.html	cluster-1	t1pks-nrps	N482_11350	Pseudoalteromonas luteoviolacea NCIMB 1942	Proteobacteria	False	False	0	1	1	0	1
DNA polymerase III subunit epsilon	sp_P03007_DPO3E_ECOLI	MJLZ01000030	2	2494	0	None	6	1	1.0	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MJLZ01000030/index.html	cluster-1	t1pks	BIY29_12995	Brenneria alni	Proteobacteria	False	False	1	0	1	0	0
DNA polymerase III subunit epsilon	sp_P03007_DPO3E_ECOLI	CDRJ01000001	2	3844	0	None	6	1	1.0	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CDRJ01000001_4370244_4844105/index.html	cluster-3	transatpks	ctg1_261	Ralstonia solanacearum	Proteobacteria	False	False	1	0	1	0	0
Elongation factor 4	sp_P60785_LEPA_ECOLI	BBPA01000039	1	9728	0	None	5	1	nan	nan	3.59549768886	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBPA01000039/index.html	cluster-1	otherks-t1pks-nrps	N44_02105	Microcystis aeruginosa NIES-44	Cyanobacteria	False	False	0	0	1	0	0
Prolyl-tRNA synthetase	DEG10180054	LMXH01000001	1	5942	0	None	9	1	-0.57	0.18	5.05889916018	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LMXH01000001_1833877_2299929/index.html	cluster-2	transatpks-nrps	ctg1_142	Paenibacillus sp. FJAT-26967	Firmicutes	False	False	0	0	1	0	0
Phenylalanine-tRNA ligase alpha subunit	sp_P08312_SYFA_ECOLI	JOID01000004	0	8151	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOID01000004/index.html	cluster-2	t1pks-nrps	ctg1_119	Streptomyces albus subsp. albus	Actinobacteria	False	False	0	0	0	0	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	MIHB01000001	2	5450	16	[u'CP008963', u'CP022927', u'JAGZ01000001', u'LQOK01000037', u'LQPF01000100', u'LQPJ01000141', u'LZKE01000216', u'LZKS01000106', u'LZLE01000041', u'LZLX01000136', u'MBEU01000059', u'MVIK01000003', u'NAVI01000034', u'NCXP01000008', u'NZ_UPHU01000001', u'PEDE01000109']	56	1	0.63	0.0	12.6051808552	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MIHB01000001/index.html	cluster-1	t3pks-t1pks	ctg1_136	Mycobacterium intermedium	Actinobacteria	False	False	0	1	0	0	1
2-succinylbenzoate--CoA ligase	sp_P37353_MENE_ECOLI	FOKG01000022	1	8659	0	None	15	0	0.33	0.05	23.2260707064	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOKG01000022/index.html	cluster-1	t1pks	SAMN05216266_12228	Amycolatopsis marina	Actinobacteria	False	False	0	0	1	0	0
Methionyl-tRNA synthetase	DEG10180342	CP003346	2	6515	0	None	6	1	0.9	0.01	12.3042040266	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003346_2581663_2900268/index.html	cluster-1	t1pks-nrps	ctg1_132	Echinicola vietnamensis DSM 17526	Bacteroidetes	False	False	0	0	1	0	1
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	DS999644	2	5719	1	[u'CP010833']	40	3	0.33	0.0	12.6255365359	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DS999644_474650_774844/index.html	cluster-1	t1pks-nucleoside	ctg1_87	Streptomyces filamentosus NRRL 15998	Actinobacteria	False	False	0	1	0	1	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	NSJV01000096	0	6345	0	None	72	1	0.39	0.0	17.4756623813	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NSJV01000096/index.html	cluster-1	t1pks-arylpolyene	CK936_05080	Streptomyces albireticuli	Actinobacteria	False	False	0	0	0	0	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LQPF01000100	2	8356	16	[u'CP008963', u'CP022927', u'JAGZ01000001', u'LQOK01000037', u'LQPJ01000141', u'LZKE01000216', u'LZKS01000106', u'LZLE01000041', u'LZLX01000136', u'MBEU01000059', u'MIHB01000001', u'MVIK01000003', u'NAVI01000034', u'NCXP01000008', u'NZ_UPHU01000001', u'PEDE01000109']	56	1	0.63	0.0	12.1517767648	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPF01000100/index.html	cluster-1	t3pks-t1pks	AWC15_00155	Mycobacterium lacus	Actinobacteria	False	False	0	1	0	0	1
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	CP016796	1	7110	0	None	24	2	0.42	0.0	1.62276214834	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP016796_944340_1245620/index.html	cluster-1	t1pks-nrps	ctg1_119	Francisella sp. TX077310	Proteobacteria	False	False	0	0	0	1	0
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	CP032402	1	9001	0	None	24	2	0.42	0.0	11.3095876565	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP032402_5051034_5423458/index.html	cluster-1	t2pks-t1pks	ctg1_141	Actinomadura amylolytica	Actinobacteria	False	False	0	0	0	1	0
